City,Population,Median Household Income ($USD),"Median Home Price ($USD, January 2021)",Latitude,Longitude
"Dubuque, IA",58799,37723.0,194638,42.5006217,-90.66479670000000
"The Villages, FL",51442,52600.0,294204,28.946850400000000,-81.9533443
"Albertville, AL",19113,20717.0,149384,45.675462200000000,6.3925417
"Manhattan, KS",56308,51080.0,208748,39.1836082,-96.5716694
"Parkersburg, WV",30991,33799.0,117785,39.2699565,-81.5506916
"New Philadelphia, OH",17484,36213.0,139847,40.4897871,-81.44567060000000
"Orangeburg, SC",13460,28009.0,102614,33.4918203,-80.8556476
"Cheyenne, WY",63335,60655.0,302104,41.139981,-104.820246
"New Castle, PA",22375,37132.0,113652,40.999920200000000,-80.34718560000000
"Brainerd, MN",13371,37686.0,225412,46.3580221,-94.2008288
"Kalispell, MT",22052,52521.0,418385,48.202256300000000,-114.31671100000000
"Sevierville, TN",16490,44279.0,275876,35.868145500000000,-83.561835
"Ames, IA",65060,55986.0,211458,42.026770300000000,-93.6170554
"Bozeman, MT",43405,46218.0,527103,45.679429300000000,-111.04404700000000
"Moses Lake, WA",22082,58244.0,245746,47.1301417,-119.27807710000000
"Indiana, PA",14100,,133548,40.621455100000000,-79.1525349
"Elmira, NY",28213,44350.0,108484,42.089796500000000,-76.8077338
"Meadville, PA",13061,41239.0,112973,41.641445000000000,-80.151449
"Beaver Dam, WI",16564,58235.0,189449,43.4577692,-88.837329
"Pinehurst-Southern Pines, NC",15752,21627.0,267500,35.1946235,-79.46793170000000
"Ukiah, CA",15917,44572.0,448818,39.1501662,-123.2077861
"Hermiston-Pendleton, OR",17201,,217923,45.8404101,-119.2894605
"Lufkin, TX",36333,50047.0,128158,31.338624200000000,-94.72885580000000
"Zanesville, OH",25498,32069.0,124484,39.9403453,-82.01319240000000
"Corvallis, OR",55780,40769.0,407842,44.5645659,-123.2620435
"Bloomsburg, PA",14585,31415.0,173769,41.0044958,-76.4537302
"Laurel, MS",18837,37060.0,102955,31.706023,-89.13706958197960
"Russellville, AR",29166,35313.0,120712,35.278417300000000,-93.1337856
"Branson, MO",11431,35235.0,175141,36.6411357,-93.2175285
"Watertown, WI",23819,54542.0,241074,43.1948481,-88.72863520000000
"Midland, MI",132950,48852.0,159178,31.997366200000000,-102.07794820000000
"Opelousas, LA",16591,19504.0,123147,30.533530200000000,-92.081509
"Pocatello, ID",54441,47945.0,233612,42.86886130000000,-112.4401098
"Kokomo, IN",57995,40276.0,126291,40.486444400000000,-86.13363510000000
"Grants Pass, OR",37088,37141.0,340092,42.439370700000000,-123.3272489
"Huntsville, TX",40938,23042.0,178010,30.723526300000000,-95.55077710000000
"Plattsburgh, NY",19806,47918.0,154656,44.692820000000000,-73.45562
"Grand Island, NE",51440,50381.0,170770,40.924271000000000,-98.338685
"DuBois, PA",7597,,106377,41.118651,-78.76223420000000
"Danville, IL",32108,32315.0,69725,40.125222000000000,-87.6304614
"Manitowoc, WI",33010,42527.0,139061,44.0886059,-87.6575841
"Great Falls, MT",59638,44438.0,217557,47.5048851,-111.29189
"Wilson, NC",49643,40383.0,129200,35.7212689,-77.91553950000000
"Cullman, AL",15350,41389.0,148102,34.1335332,-86.8779268
"Olean, NY",13870,,87225,42.0774779,-78.4298613
"Auburn, NY",26985,38083.0,143977,42.932020200000000,-76.56720290000000
"Portsmouth, OH",20311,33867.0,89260,38.7316375,-82.9965441
"Athens, TX",12788,34315.0,190291,32.2044416,-95.85491400000000
"Oak Harbor, WA",22693,34498.0,490760,48.2931559,-122.64322450000000
"Chillicothe, OH",21727,48894.0,134705,39.333119700000000,-82.98240190000000
"Hinesville, GA",33398,40009.0,154150,31.8477298,-81.5960354
"Somerset, PA",6032,61231.0,116081,40.008411000000000,-79.07808310000000
"Warsaw, IN",14472,60398.0,198541,41.23810170000000,-85.8530544
"Stillwater, OK",49952,38663.0,158546,36.1156306,-97.0585717
"Quincy, IL",40780,40094.0,125901,39.9356016,-91.40987270000000
"Keene, NH",23265,65350.0,241109,42.933597,-72.27842640000000
"Sandusky, OH",16297,35562.0,161211,41.4561002,-82.71158130000000
"Searcy, AR",8195,35772.0,129147,35.901898700000000,-92.7098744
"Columbus, IN",46690,53643.0,187406,39.201440500000000,-85.9213796
"Roanoke Rapids, NC",15345,28609.0,73078,36.4610756,-77.6548026
"Centralia, WA",16753,46580.0,296632,46.7204489,-122.9614303
"Casper, WY",60285,65316.0,225479,42.849709000000000,-106.3254928
"Helena, MT",30581,57904.0,328464,46.5927425,-112.036277
"Findlay, OH",41149,56851.0,168689,41.0413873,-83.65039820000000
"Wisconsin Rapids-Marshfield, WI",18620,39700.0,137026,44.6688524,-90.17179870000000
"Palatka, FL",10390,30383.0,151405,29.6487882,-81.63721110000000
"Seneca, SC",8279,44722.0,186869,34.6865321,-82.95272880000000
"Mount Airy, NC",10354,34877.0,138177,36.499329700000000,-80.60716090000000
"Glenwood Springs, CO",9906,,595558,39.5507448,-107.3255001
"Key West, FL",24843,45395.0,640303,24.5625566,-81.77243680000000
"Aberdeen, WA",16276,80209.0,244348,46.975371,-123.815722
"Gallup, NM",23240,47604.0,175525,35.528357300000000,-108.743948
"Port Angeles, WA",19448,45875.0,345986,48.118146,-123.4307413
"Greenfield Town, MA",19753,,251957,42.588361,-72.599936
"Muskogee, OK",38456,36879.0,84322,35.747876900000000,-95.36969090000000
"Frankfort, KY",27830,52375.0,160083,38.2009055,-84.8732836
"Owosso, MI",14699,32995.0,127685,42.9975968,-84.1720541
"Mount Pleasant, MI",26060,27424.0,150269,43.597646000000000,-84.7668495
"Statesboro, GA",30721,27021.0,158944,32.4380721,-81.762407
"Marion, IN",27956,28218.0,90924,40.5583739,-85.6591442
"Stevens Point, WI",26604,38242.0,193467,44.5229223,-89.574111
"Minot, ND",49450,41780.0,199613,48.23251,-101.296273
"Shawnee, OK",31286,36070.0,104054,35.327292800000000,-96.92530040000000
"North Wilkesboro, NC",4226,28940.0,147496,36.1584651,-81.14758410000000
"Richmond, IN",35854,29501.0,107014,39.828689700000000,-84.8898521
"Greeneville, TN",15094,30781.0,139424,36.163157500000000,-82.83098610000000
"Martinsville, VA",13645,41950.0,84723,36.691526200000000,-79.8725386
"Forest City, NC",7282,25941.0,134534,35.334010800000000,-81.86510280000000
"Lake City, FL",12161,50700.0,177974,30.1896756,-82.63928990000000
"Kapaa, HI",10580,59562.0,645246,22.0833399,-159.34635231502900
"Marquette, MI",67077,32121.0,172833,46.4481521,-87.6305899
"LaGrange, GA",29588,,130770,43.1268715,0.3513345
"Marion, OH",36363,48878.0,108523,40.5886259,-83.1287349
"Morehead City, NC",9347,47187.0,303047,34.7229391,-76.7260436
"Klamath Falls, OR",21399,41838.0,217047,42.224867000000000,-121.78167040000000
"Marinette, WI",41749,38362.0,114359,45.099959400000000,-87.6307265
"Roswell, NM",48544,41016.0,113511,33.394328200000000,-104.52295180000000
"Marshall, TX",23820,35542.0,140729,32.5447756,-94.36610040000000
"Farmington, MO",18181,39082.0,123248,36.7291152,-108.20544510000000
"Charleston, IL",21196,44640.0,87721,39.496026,-88.175795
"Athens, OH",25044,40613.0,125105,39.3289242,-82.1012479
"Hobbs, NM",38416,58391.0,181313,32.707667,-103.1311314
"Clearlake, CA",15182,27038.0,281033,38.9582307,-122.62637280000000
"Nacogdoches, TX",33894,36162.0,157870,31.597050300000000,-94.59274510000000
"Hutchinson, KS",41569,44120.0,106399,38.06084440000000,-97.9297743
"Faribault, MN",14553,50686.0,280918,43.664796100000000,-93.95105010000000
"Elizabeth City, NC",17988,27591.0,181132,36.295683600000000,-76.22476970000000
"Ionia, MI",63905,64252.0,166912,42.94696880000000,-85.0713945
"Alamogordo, NM",30753,48591.0,142853,32.9046474,-105.94183500000000
"Red Bluff, CA",14131,30329.0,253609,40.178427900000000,-122.2359236
"Hudson, NY",6235,44220.0,289900,42.2528649,-73.790959
"Somerset, KY",11439,29568.0,147081,37.0920222,-84.6041084
"Coos Bay, OR",16182,35808.0,256127,43.3678937,-124.21746470000000
"Walla Walla, WA",32237,58686.0,292290,46.0667277,-118.3393456
"Sayre, PA",5424,19511.0,148459,41.9789631,-76.515499
"Oneonta, NY",13862,38242.0,160238,42.453492,-75.0629531
"Fort Madison, IA",10717,44187.0,92840,40.6299403,-91.3151908
"Baraboo, WI",12138,36740.0,222975,43.4704014,-89.74378440000000
"Marietta, OH",13900,28953.0,136324,39.416774200000000,-81.4548392
"Salina, KS",47813,54889.0,134423,38.8402805,-97.6114237
"Rutland, VT",15824,53099.0,193253,43.62059485,-73.0165311727497
"Big Stone Gap, VA",5614,,77521,36.86145665,-82.78040232095920
"Sturgis, MI",10896,47424.0,147267,41.799217,-85.41914820000000
"Rio Grande City, TX",14404,17578.0,65906,26.382777100000000,-98.8205251
"Fremont, OH",16297,27091.0,130280,41.3473413,-83.11349720000000
"Mount Vernon, OH",16742,38172.0,169839,40.3933956,-82.4857181
"Lewiston, ID",32544,43901.0,261711,46.41959130000000,-117.0216144
"Shelton, WA",9834,39404.0,353394,47.2150945,-123.10070660000000
"Albemarle, NC",16003,51923.0,161503,35.350142600000000,-80.2000578
"Enid, OK",51776,46404.0,91927,36.3967623,-97.87913410000000
"Jefferson, GA",16930,64488.0,256627,33.5575361,-86.7458972
"Georgetown, SC",9062,19889.0,281753,33.376834,-79.2944965
"Laconia, NH",16227,47512.0,313613,43.527854600000000,-71.47035100000000
"Batavia, NY",15010,36806.0,146597,42.998014400000000,-78.1875515
"Oxford, NC",8742,26745.0,200852,36.310700400000000,-78.5908345
"Columbus, MS",23168,38166.0,124681,33.4956744,-88.4272627
"Norwalk, OH",16827,42809.0,124678,41.2424219,-82.6155745
"Barre, VT",8746,55645.0,260899,44.197467000000000,-72.502213
"Kinston, NC",21337,34076.0,96770,35.2626635,-77.5816353
"Sterling, IL",15057,30051.0,108651,41.788642000000000,-89.6962194
"Palestine, TX",18288,38087.0,112166,31.762115300000000,-95.6307891
"Dublin, GA",16197,38075.0,110734,53.4715616,-6.242181700000000
"Vicksburg, MS",23131,36668.0,132103,32.3528418,-90.8777342
"Point Pleasant, WV",4276,34686.0,99857,38.8445251,-82.13708890000000
"Sanford, NC",29144,36683.0,153918,35.4798757,-79.18029940000000
"Fergus Falls, MN",13281,75240.0,248344,46.283015,-96.077558
"Tiffin, OH",17687,48760.0,117249,41.114485000000000,-83.1779537
"Fairmont, WV",18733,42847.0,113306,39.4850848,-80.1425781
"Crossville, TN",11411,45800.0,188250,35.9489566,-85.02690150000000
"Picayune, MS",10675,,148050,30.5254692,-89.6795084
"Gloversville, NY",15023,44996.0,127141,43.050508800000000,-74.345724
"Sonora, CA",4818,47533.0,304298,37.9840911,-120.3821381
"Gaffney, SC",12566,31519.0,89274,35.0717945,-81.64981950000000
"Carson City, NV",54521,51355.0,375144,39.167718,-119.72343808573600
"Calhoun, GA",6694,48045.0,154307,42.308027200000000,-85.249317
"Milledgeville, GA",18931,46119.0,138143,33.0801429,-83.2320991
"Waycross, GA",14053,31623.0,101850,31.2135511,-82.3540178
"Oil City, PA",10137,,89384,41.433948,-79.706441
"Jasper, IN",15827,51787.0,161094,38.391422800000000,-86.9308719
"Morgan City, LA",11835,40329.0,119531,29.6993748,-91.20677000000000
"Eagle Pass, TX",28765,30545.0,143012,28.7099337,-100.4938137
"Ontario, OR",10999,31504.0,200921,44.0265525,-116.9629378
"Payson, AZ",15345,45493.0,266040,34.2308684,-111.3251355
"McComb, MS",12661,,114177,31.243787200000000,-90.4531536
"Rochelle, IL",9309,,137645,46.1591126,-1.1520434
"Scottsboro, AL",14722,37346.0,119796,34.6731323,-86.0338765
"Danville, KY",16690,42328.0,125427,37.6456488,-84.7721823
"Ashland, OH",20317,40907.0,152443,40.86861470000000,-82.3175942
"Natchez, MS",15128,27719.0,97339,31.5604442,-91.403171
"Greenville, OH",13006,35878.0,137925,40.102390900000000,-84.63329860000000
"Galesburg, IL",31273,40231.0,79292,40.9479779,-90.37058420000000
"Warrensburg, MO",19927,32481.0,188570,38.762437300000000,-93.7409596
"Kearney, NE",6489,50816.0,212994,40.490621600000000,-98.9472344
"Fort Polk South, LA",9048,,143824,31.0520965,-93.21691551247270
"Fort Leonard Wood, MO",15061,,154657,37.70114,-92.16933029454010
"Glasgow, KY",14470,40869.0,123408,36.995884100000000,-85.91192150000000
"Athens, TN",13688,32686.0,147068,35.4428864,-84.5930113
"Edwards, CO",10266,0.0,704266,39.624457,-106.63085239890000
"Fernley, NV",19418,44246.0,309549,39.6048048,-119.24047480000000
"Mason City, IA",27366,54186.0,124339,43.15357280000000,-93.2010367
"Malone, NY",5756,33002.0,118913,44.84881,-74.29504400000000
"Winona, MN",27094,48290.0,204086,43.9582272,-91.78077840000000
"Durango, CO",18006,57218.0,444493,37.2713951,-107.8815978
"Platteville, WI",12572,58358.0,144029,42.7342942,-90.47844510000000
"Boone, NC",18156,34692.0,324529,36.216795,-81.6745517
"Bartlesville, OK",36595,39624.0,109605,36.7494864,-95.9782966
"Jacksonville, TX",14884,35763.0,128659,31.963778,-95.2705042
"Elko, NV",20279,76331.0,279327,41.1958128,-115.3272864
"Rexburg, ID",27663,22027.0,288425,43.823516300000000,-111.78702220000000
"St. Marys, GA",17968,,194848,39.194164,-96.0711041
"Ozark, AL",14719,50759.0,100930,31.458476400000000,-85.6405865
"Amsterdam, NY",17836,50743.0,124393,42.953685,-74.2195811
"Enterprise, AL",27978,66732.0,135378,41.3219245,19.8156389
"Paris, TX",24782,48423.0,115725,33.661796200000000,-95.555513
"Kerrville, TX",23370,35802.0,266966,30.0474688,-99.14002070000000
"New Castle, IN",17621,43292.0,103364,39.928935100000000,-85.37024770000000
"Sidney, OH",20858,50166.0,155452,40.2842164,-84.15549870000000
"Cortland, NY",49336,44461.0,138001,42.60118130000000,-76.1804843
"Clinton, IA",26064,41310.0,131191,41.9054695,-90.55999710000000
"Del Rio, TX",36153,44168.0,129232,29.3655405,-100.89469840000000
"Clovis, NM",39480,31422.0,166583,34.405472000000000,-103.20507090000000
"Norfolk, NE",24366,55002.0,164793,52.666667000000000,1.0
"Washington, NC",13228,39027.0,148021,35.8725573,-76.62152450000000
"Corsicana, TX",23952,42429.0,116104,32.091299,-96.4646821
"Freeport, IL",24476,45671.0,94261,42.2966861,-89.6212271
"Starkville, MS",25366,28190.0,178816,33.4503998,-88.8183872
"Burlington, IA",25410,34477.0,101705,40.8075391,-91.1129234
"Cadillac, MI",10373,44624.0,125550,44.3353211,-85.5741088
"Ardmore, OK",25176,41381.0,103039,34.1742611,-97.1436254
"Kendallville, IN",9927,41748.0,151022,41.441438500000000,-85.26497540000000
"Nogales, AZ",20252,43252.0,176725,31.340213400000000,-110.9360818
"Oxford, MS",22314,46217.0,196614,34.366412700000000,-89.5187664
"Bogalusa, LA",11933,21527.0,108267,30.791020400000000,-89.8486858
"Plymouth, IN",46563,39515.0,164920,41.3436555,-86.30972780000000
"Gardnerville Ranchos, NV",11312,,528674,38.8958109,-119.74195470000000
"Tahlequah, OK",16598,23688.0,116070,35.91537,-94.96995600000000
"Madisonville, KY",19539,35614.0,91725,37.328003700000000,-87.49869890000000
"Cañon City, CO",16400,,257257,38.442364400000000,-105.2224947
"Ruston, LA",22340,34041.0,157033,32.5232053,-92.637927
"Hillsdale, MI",46688,24139.0,148197,41.8779105,-84.59843960000000
"Lewistown, PA",8271,41096.0,110468,40.5992395,-77.571382
"Rockingham, NC",15403,21816.0,77315,34.9393201,-79.7739457
"Ponca City, OK",24758,44823.0,71003,36.72674310000000,-97.06673410000000
"Blytheville, AR",14694,36149.0,75580,35.9272953,-89.91897540000000
"Red Wing, MN",16445,68152.0,252708,44.562467600000000,-92.5338013
"Shawano, WI",41949,57586.0,170900,44.7822064,-88.6089917
"Cedar City, UT",30184,29677.0,261884,37.67742380000000,-113.0618277
"Bedford, IN",13347,38563.0,122296,38.8611619,-86.48721490000000
"Gillette, WY",32649,81131.0,276139,44.290635000000000,-105.501876
"Newport, OR",10559,24483.0,347080,44.636755,-124.05344200000000
"Wapakoneta, OH",9823,35943.0,153075,40.5678265,-84.1935594
"Huntingdon, PA",7029,39164.0,128058,40.484795900000000,-78.0102813
"Bellefontaine, OH",13117,49522.0,158069,40.3611643,-83.7596557
"McAlester, OK",18310,,93177,34.9334981,-95.7697934
"Blackfoot, ID",11740,46761.0,237791,43.190039,-112.34835700000000
"Moultrie, GA",14377,32658.0,96822,39.639144200000000,-88.6087498
"Henderson, NC",13814,30810.0,91643,36.3295905,-78.3991638
"Coldwater, MI",10844,57175.0,131460,37.2689131,-99.3267808
"Harrison, AR",13138,,125723,36.2297936,-93.1076765
"Rolla, MO",20019,31394.0,147207,37.9509324,-91.77080760000000
"Shelbyville, TN",21317,27796.0,199157,35.483406,-86.4602717
"Duncan, OK",23231,35540.0,86892,34.5023029,-97.95781290000000
"Marion, NC",7861,35506.0,158153,35.684102200000000,-82.0091028
"Lewisburg, PA",5774,46520.0,195836,40.964529300000000,-76.8844101
"Pullman, WA",32816,45840.0,299080,46.7304268,-117.173895
"Thomasville, GA",18742,29332.0,147886,35.8831786,-80.081817
"Bemidji, MN",14594,55046.0,190286,47.478541800000000,-94.89078690000000
"Mount Sterling, KY",7208,,117721,38.05610790000000,-83.9431961
"Ottumwa, IA",24545,35124.0,88810,41.0200145,-92.4112963
"Pahrump, NV",36441,37617.0,267319,36.2083012,-115.9839128
"Menomonie, WI",16305,32307.0,185136,44.875518300000000,-91.9193422
"Selma, AL",19519,26496.0,59103,32.4078632,-87.0207473
"Rock Springs, WY",23962,82910.0,243899,41.5869225,-109.20478670000000
"Bucyrus, OH",11916,42765.0,85726,40.8083909,-82.9754649
"Bradford, PA",62622,51836.0,69289,41.9558963,-78.64391640000000
"Bardstown, KY",13091,43957.0,182391,37.809227900000000,-85.4669025
"Cornelia, GA",4223,33536.0,179384,34.511488300000000,-83.5271166
"Burley, ID",10436,49849.0,202182,42.535742800000000,-113.79279480000000
"Greenwood, MS",15431,12088.0,85964,33.5162315,-90.1795281
"Big Rapids, MI",10397,31234.0,141338,43.698078,-85.48365600000000
"Poplar Bluff, MO",17266,24857.0,115819,36.756832700000000,-90.3957115
"Muscatine, IA",23774,47873.0,143265,41.4776121,-91.1210053
"Alma, MI",9193,26695.0,98304,39.016666,-96.289162
"Durant, OK",17286,39331.0,121205,33.9958945,-96.38142590000000
"Seymour, IN",19478,35998.0,152777,38.9592201,-85.8902547
"Douglas, GA",32897,23942.0,113817,31.509008,-82.851041
"Willmar, MN",19638,50700.0,195810,45.1219492,-95.0435373
"Auburn, IN",12979,,163851,41.366990200000000,-85.0588632
"Sedalia, MO",21633,25589.0,108446,38.7098314,-93.2295515
"Paragould, AR",27900,34967.0,117137,36.0584021,-90.4973286
"Wilmington, OH",12449,35849.0,137509,39.4453393,-83.8285375
"Lawrenceburg, TN",10569,34757.0,126920,35.2423023,-87.3347389
"Warren, PA",9334,27505.0,93414,41.843949,-79.145045
"El Dorado, AR",18386,38055.0,85289,33.20763,-92.66626740000000
"Mountain Home, AR",12330,30431.0,141976,36.335344900000000,-92.3851593
"Cedartown, GA",9750,27568.0,115285,34.0124425,-85.2559398
"Port Clinton, OH",254,41135.0,187848,41.511995400000000,-82.9376919
"El Campo, TX",11604,34301.0,147539,29.196640500000000,-96.26968670000000
"Montrose, CO",19062,36960.0,303484,38.4375391,-108.2403855
"Ellensburg, WA",19001,47096.0,377433,46.9970635,-120.5451223
"Jacksonville, IL",19103,36943.0,92364,39.734292,-90.229146
"Sandpoint, ID",8386,34471.0,389479,48.2765903,-116.5532476
"Alice, TX",19408,30317.0,150598,27.752248700000000,-98.06972490000000
"Celina, OH",10387,41645.0,174570,40.548935800000000,-84.5702338
"Garden City, KS",27005,52414.0,176032,37.9716898,-100.8726618
"Marshalltown, IA",27620,52663.0,113531,42.0442545,-92.91233880000000
"Aberdeen, SD",28102,47793.0,176479,45.464980500000000,-98.487813
"West Plains, MO",12285,28925.0,132460,36.7281652,-91.8525756
"Cullowhee, NC",6228,39802.0,277839,35.3137739,-83.1765814
"Espa±ola, NM",10224,42259.0,180148,35.99109620000000,-106.0808358
"Riverton, WY",10873,45727.0,225378,43.0247245,-108.38072700000000
"Tifton, GA",16725,33539.0,142774,31.4522765,-83.5096866
"Urbana, OH",11547,37461.0,152410,40.1083912,-83.7524298
"Cambridge, OH",10402,49204.0,114543,40.031183,-81.5884561
"Okeechobee, FL",5608,34171.0,180888,27.3923408,-80.8873655
"McMinnville, TN",13759,,142324,35.683404000000000,-85.7699816
"Selinsgrove, PA",5792,39771.0,182037,40.8062437,-76.86070840000000
"Natchitoches, LA",18365,29986.0,172570,31.760673200000000,-93.08602090000000
"Berlin, NH",9367,31006.0,135388,44.469071,-71.185226
"Lock Haven, PA",9604,40280.0,150386,41.1369077,-77.4471641
"Sikeston, MO",16436,29333.0,110589,36.876719,-89.5878579
"Austin, MN",24563,46225.0,147336,43.6680928,-92.9744896
"Clewiston, FL",7505,,146218,26.754231200000000,-80.9336753
"Pittsburg, KS",20409,34907.0,86485,37.410884100000000,-94.70496
"Defiance, OH",16776,36573.0,131400,41.284493300000000,-84.3557802
"Scottsbluff, NE",14802,38949.0,144142,41.862302,-103.6627088
"Logansport, IN",17793,43829.0,93012,40.7545006,-86.3567356
"Pontiac, IL",11794,51962.0,101917,40.880866600000000,-88.6297839
"Hannibal, MO",17839,47510.0,128539,39.7082498,-91.35874130000000
"Mount Vernon, IL",15087,47509.0,96920,38.317271500000000,-88.9031201
"Houghton, MI",49931,29120.0,135748,46.8591287,-88.7774734
"Union City, TN",10573,19062.0,85108,36.4242303,-89.05700960000000
"Sault Ste. Marie, MI",13591,,124460,46.488012,-84.359269
"Vincennes, IN",18012,31025.0,94664,38.6772691,-87.5286325
"Gainesville, TX",16292,33649.0,190683,33.6259414,-97.1333453
"Dyersburg, TN",16781,28110.0,104322,36.034515900000000,-89.38562810000000
"Kill Devil Hills, NC",7058,53029.0,358169,36.0307227,-75.67601010000000
"Crawfordsville, IN",16090,43736.0,141735,40.0401991,-86.8990249
"Brownwood, TX",18679,35779.0,118003,31.707002600000000,-98.9831022
"Stephenville, TX",20603,43483.0,174069,32.2191836,-98.21306340000000
"Americus, GA",16028,25832.0,91415,32.0723862,-84.23268760000000
"Easton, MD",16591,33853.0,344807,38.774495200000000,-76.0763065
"North Platte, NE",22797,49738.0,150461,41.1238873,-100.7654232
"Newberry, SC",10331,29584.0,144374,34.275324700000000,-81.61886330000000
"Ada, OK",17303,34875.0,106442,34.7743383,-96.6783651
"Moscow, ID",25319,26520.0,331281,46.7323875,-117.00016510000000
"Safford, AZ",9683,43128.0,194844,32.833954600000000,-109.70758000000000
"Murray, KY",18954,42116.0,134752,36.610333400000000,-88.314761
"Bennington, VT",9074,45293.0,237482,42.8783183,-73.1971692
"Huntington, IN",37124,39270.0,126010,40.8831011,-85.497476
"Mayfield, KY",10080,38831.0,98056,36.7413624,-88.6352595
"Canton, IL",14211,49396.0,75741,40.562216,-90.034904
"Escanaba, MI",12334,20111.0,103934,45.7455707,-87.0647434
"Corinth, MS",14866,31879.0,103687,34.9343599,-88.5223353
"Astoria, OR",9626,48724.0,375951,46.187885000000000,-123.83125600000000
"Peru, IN",11060,29802.0,92591,40.7536528,-86.0688811
"Coshocton, OH",11121,32028.0,121167,40.272015100000000,-81.8595757
"Newton, IA",15125,65860.0,134149,41.6996927,-93.0537592
"Logan, WV",36743,,70086,37.8487778,-81.9932151
"Bay City, TX",17598,64415.0,158668,28.9827565,-95.969402
"Fremont, NE",26474,62094.0,151735,41.433916,96.498689
"Hutchinson, MN",13913,31014.0,205154,44.8877401,-94.3697057
"Batesville, AR",10668,37076.0,103395,35.769799,-91.64097220000000
"Owatonna, MN",25725,36367.0,199442,44.0839937,-93.22610760000000
"Vidalia, GA",10679,65872.0,114169,32.217685500000000,-82.4134614
"Summit Park, UT",8128,,839873,40.755077500000000,-111.59359465474200
"Arkansas City-Winfield, KS",12136,37196.0,84503,37.0622562,-97.03883380000000
"Laramie, WY",63335,31312.0,261767,41.311367,-105.591101
"Plainview, TX",20919,48216.0,80609,34.1847936,-101.7068417
"Big Spring, TX",28862,48141.0,132553,32.250398,-101.4787356
"Laurinburg, NC",15507,26966.0,79467,34.7740495,-79.4628248
"Dixon, IL",15319,49904.0,103251,41.842519700000000,-89.4814291
"Alexandria, MN",11843,46120.0,248829,45.88616030000000,-95.3795329
"Newport, TN",6834,,118003,35.967041200000000,-83.1876578
"DeRidder, LA",10890,,119070,30.846201,-93.289281
"Lebanon, MO",14688,29614.0,136793,37.6806669,-92.6637835
"Coffeyville, KS",9457,44839.0,60736,37.0372999,-95.61636340000000
"Seneca Falls, NY",6681,54383.0,131565,42.910719,-76.7967848
"Sulphur Springs, TX",16098,42119.0,131742,33.1384886,-95.60101430000000
"Martin, TN",10959,22037.0,102212,36.343396500000000,-88.850338
"Susanville, CA",15247,59703.0,181391,40.4162842,-120.6530063
"Brookhaven, MS",12414,26562.0,124121,31.5790588,-90.4406506
"Arcadia, FL",7851,39513.0,144918,27.224450200000000,-81.8610527344334
"Taylorville, IL",10873,42989.0,84923,39.548935,-89.294533
"Decatur, IN",25740,34349.0,155932,40.830603,-84.9291329
"Junction City, KS",24621,41483.0,152316,39.0286093,-96.8313978
"Effingham, IL",12604,38648.0,144971,39.0520902,-88.6029006
"Valley, AL",169598,33160.0,72803,33.258881700000000,-86.8295337
"Butte, MT",34190,26543.0,157765,46.003924,-112.534447
"Angola, IN",8644,50119.0,189446,41.634874000000000,-84.99928
"Dodge City, KS",27555,43083.0,118880,37.7527982,-100.0170787
"Brenham, TX",16579,61686.0,235426,30.166882800000000,-96.3977442
"Emporia, KS",24607,46922.0,113527,38.4040054,-96.181623
"Jackson, OH",33225,28902.0,96183,39.0520169,-82.63655370000000
"Frankfort, IN",16060,42347.0,122434,40.2797657,-86.5108244
"Brevard, NC",7735,44855.0,259270,35.2334472,-82.73429190000000
"Taos, NM",2518,,312063,36.4072377,-105.5732847
"Malvern, AR",10928,29503.0,99989,34.362314900000000,-92.8129463
"Troy, AL",18853,35027.0,121085,39.95737395,26.238017461011600
"Wabash, IN",10381,36815.0,119931,40.797821,-85.8205411
"Cambridge, MD",12375,63463.0,159818,38.5714624,-76.0763177
"Macomb, IL",18547,30484.0,78011,40.4588934,-90.6713939
"Vernal, UT",11200,77607.0,243626,40.4556825,-109.5284741
"Kingsville, TX",26225,31832.0,109035,27.5158689,-97.856109
"Madison, IN",55305,51625.0,140346,38.735893300000000,-85.3799577
"Mount Pleasant, TX",16051,52197.0,133855,33.1570582,-94.9694007
"Paris, TN",10150,23783.0,124336,36.3019461,-88.3258578
"Columbus, NE",22797,55403.0,187969,41.429812,-97.360028
"Brookings, SD",23657,49725.0,216640,44.311461,-96.79844
"Kennett, MO",10062,31887.0,75376,36.238108200000000,-90.0551598
"Beeville, TX",13277,46535.0,125134,28.400831900000000,-97.74833120000000
"Miami, OK",13611,21399.0,77743,36.8746177,-94.877374
"Dayton, TN",7384,27498.0,157868,35.49395870000000,-85.0124535
"Washington, IN",260326,42864.0,146676,38.6592152,-87.172789
"Camden, AR",11347,28880.0,55216,33.584558200000000,-92.83432940000000
"Jackson, WY",10523,81913.0,711685,43.476982,-110.762299
"Hastings, NE",24924,30641.0,137998,50.8553888,0.5824703
"Juneau, AK",32756,73375.0,416380,58.30194960000000,-134.419734
"Albert Lea, MN",17674,37826.0,124042,43.6480127,-93.3682656
"Lewisburg, TN",11480,31649.0,202067,35.4492404,-86.7888887
"Iron Mountain, MI",7369,,107196,45.820233,-88.06596
"Lincoln, IL",13966,51174.0,98598,40.148719,-89.363263
"Jesup, GA",9633,32380.0,124468,42.4750516,-92.0627194
"Kirksville, MO",17554,44339.0,123550,40.1948848,-92.5833939
